Sum of  FantasyPoints,Column Labels,,,,,,
Row Labels,DEF,K,QB,RB,TE,WR,Grand Total
KC,1,4,12.8,8.9,3.5,21.1,51.3
MIA,10,9,12.5,23.5,7.8,18.5,81.3
MIN,11,14,27.6,11.4,9,38.7,111.7
NE,6,10,12.9,26.7,1,25.4,82
NO,7,4,10.9,12.4,12.5,11.5,58.3
NYG,2,11,23.4,7.8,10.6,34.1,88.9
NYJ,14,8,1.3,13.8,4.5,4.6,46.2
OAK,5,6,21.7,14.3,10,24.4,81.4
PHI,1,5,21.4,34.6,3,22.4,87.4
PIT,9,7,18.3,7.4,1.3,29.1,72.1
SD,4,9,15.5,43.1,15.3,24.2,111.1
SEA,7,13,11.4,41.1,3.9,23.7,100.1
SF,14,7,20.9,14.7,0,38.5,95.1
STL,14,7,18,17.5,0,37.5,94
TB,10,5,11.6,17.6,1.3,23.1,68.6
TEN,18,9,14.8,10.4,14.6,19.4,86.2
4,185,190,399.3,487.6,176.6,546,1984.5
ARI,,19,24.6,11.4,1.9,41.7,98.6
ARZ,13,,,,,,13
ATL,15,12,19,29.8,8.6,5.5,89.9
BAL,5,7,4,19,4.9,5.8,45.7
BUF,1,0,3.9,18.1,0,8.5,31.5
CAR,5,8,13.9,30.9,16.6,6.4,80.8
CIN,9,9,14.9,18.4,4,21.1,76.4
DAL,3,7,11.2,12.9,4.9,20.3,59.3
DEN,10,6,13.1,21.4,16.5,6.8,73.8
DET,11,7,6.7,15.4,-0.4,10.6,50.3
GB,4,1,25.3,11.5,18.9,28.5,89.2
HOU,2,4,12.5,19.1,0,13.4,51
IND,4,7,26.9,17.9,8.5,33.7,98
JAC,3,1,7.9,5.5,2.3,21.1,40.8
KC,11,7,13.1,18.2,0.5,31.5,81.3
MIN,1,4,9,14.7,3.8,17.8,50.3
NE,0,4,10,20.7,2.3,19.8,56.8
NO,8,12,16.2,15.7,1.3,13.6,66.8
NYG,11,14,27.6,21.9,11.7,42.6,128.8
NYJ,4,3,6,5.8,4.4,7.5,30.7
OAK,6,13,8.6,21.2,3.2,16.4,68.4
PHI,17,10,24.7,10.7,12.7,28.1,103.2
SD,11,11,17.8,34.3,11.3,21.6,107
SEA,4,3,15.3,17.3,5.4,23.8,68.8
SF,21,2,2.3,3.6,0.8,12.8,42.5
STL,1,5,20.6,19.9,0.2,41.3,88
TB,4,4,12.8,22.7,1.6,24.1,69.2
TEN,0,3,14.8,8.9,17.5,8.5,52.7
WAS,1,7,16.6,20.7,13.2,13.2,71.7
5,191,189,378.4,534.5,223.7,503.2,2019.8
ARI,,8,20.7,7.8,0,45.9,82.4
ARZ,4,,,,,,4
ATL,3,5,24.2,19.8,15.9,23.4,91.3
BAL,5,5,15,22.7,11.4,11,70.1
BUF,12,8,9.9,16.5,1.5,19.7,67.6
CAR,9,4,15.6,17.5,3.3,28.3,77.7
CHI,7,3,8.1,21.5,1.9,6.5,48
CIN,2,8,15.7,15.8,2.8,30.4,74.7
CLE,10,8,12.6,11.3,7.6,22.6,72.1
DAL,4,15,24.8,22.6,8,29.8,104.2
DEN,2,3,8.1,30.3,3.1,9.9,56.4
DET,9,5,4.1,42.5,6.2,6.6,73.4
GB,26,10,21.5,25,15.3,19.7,117.5
HOU,0,12,9.6,18.7,0.7,13.4,54.4
IND,21,4,9.9,27.3,3.6,22.9,88.7
JAC,4,11,14.4,17,17.8,9.4,73.6
MIA,5,2,12.6,11.4,15.3,15.6,61.9
NE,3,7,24.1,21.9,27.2,23.9,107.1
NO,0,1,2.2,10,0.6,11.4,25.2
NYJ,5,0,4.7,18.3,3.7,8.3,40
PHI,8,4,6,4.1,3.2,8.9,34.2
PIT,5,6,18.5,17.6,9.6,16.2,72.9
SD,5,10,11.1,17.1,12.1,9,64.3
SEA,8,13,21,29.1,13.7,25.8,110.6
SF,7,3,-6.7,18.1,1,1.3,23.7
STL,10,7,19.4,19.9,3,34.4,93.7
TB,8,12,7.8,12.7,5.2,12.3,58
TEN,9,9,22.9,16.2,15.4,18,90.5
WAS,0,6,20.6,21.8,14.6,18.6,81.6
6,226,172,318.5,609.6,169.7,494.6,1990.4
ATL,12,10,11.6,25.5,5.2,3.4,67.7
BAL,10,10,10.4,17,14.1,11.3,72.8
BUF,11,9,10.7,26.1,3.4,23.2,83.4
CAR,14,2,17.8,7.4,0,41.8,83
CHI,8,4,9.1,21.7,14.4,6.7,63.9
CIN,12,6,19.3,27.7,0.5,28.5,94
CLE,3,3,-0.1,6.8,5.5,9.4,27.6
DAL,12,8,10.7,11.1,12.1,21,74.9
DEN,0,4,19.1,37.3,3.7,26.4,90.5
DET,22,7,3.2,6.5,10.9,4.3,53.9
HOU,5,3,12.4,15.9,0.6,12.9,49.8
IND,9,8,16,41.6,3.1,25.6,103.3
JAC,16,5,9.2,20.4,3,15.5,69.1
KC,16,8,13.7,29.3,1.9,6,74.9
MIA,5,7,7.6,17.4,2,18.8,57.8
MIN,9,1,6.9,11.8,6.8,11.7,47.2
NE,1,7,17.2,23.2,1.1,25.3,74.8
NO,3,6,19.2,28.2,1.8,36.2,94.4
NYG,11,7,9.6,6.6,18.9,6.1,59.2
NYJ,5,5,6.5,21.1,0,15.8,53.4
OAK,2,2,9.7,21.7,5.3,18.1,58.8
PIT,11,4,3.7,6.9,13.2,7.1,45.9
SD,6,9,10.1,37.8,9.7,6.8,79.4
SEA,3,6,12.5,60.3,2.8,17.9,102.5
STL,4,8,12.2,20.5,8.7,22.8,76.2
TB,14,9,11.7,25.1,1.3,20.4,81.5
TEN,1,11,7.1,22.3,8.3,16.4,66.1
WAS,1,3,21.4,12.4,11.4,35.2,84.4
7,197,177,322.8,550.7,142.9,474.8,1865.2
ARI,,8,7.8,7.9,0.7,16.7,41.1
ARZ,15,,,,,,15
ATL,18,9,12.4,20.9,6.6,2.8,69.7
BAL,2,6,7.7,7.7,7.9,6.3,37.6
BUF,4,5,12.4,13.1,0.7,22.5,57.7
CHI,4,3,9.6,20.9,5,9.1,51.6
CIN,5,6,11.9,11,0.8,19.2,53.9
CLE,8,4,-1.9,11.4,1.7,4.8,28
DAL,7,3,5.5,16.1,4.7,15.1,51.4
DEN,4,10,12.9,33.8,4.1,9.5,74.3
DET,10,6,14.5,18.4,1.5,10.9,61.3
GB,7,6,20.6,9.4,8.9,31.1,83
HOU,12,2,5.4,16.5,1.6,8.5,46
IND,15,8,14.7,32.1,11.1,23.8,104.7
KC,4,12,11.4,39.6,10.9,15.1,93
MIA,2,8,10.1,17.2,2.9,21.5,61.7
MIN,0,11,23.3,16.7,6.5,21.5,79
NO,3,4,18,14.8,0,27.3,67.1
NYG,2,6,14.6,15,4.4,27.7,69.7
NYJ,9,2,8.3,12.8,0.8,18.6,51.5
OAK,5,8,13.1,45.8,1.1,24.7,97.7
PHI,9,8,11.4,11.5,6.7,19,65.6
PIT,6,9,9.2,26.2,11.8,9.9,72.1
SD,7,4,16.9,5.9,13.7,21.5,69
SEA,9,7,10.1,6.9,12.6,15,60.6
SF,1,5,0.1,26.3,3.1,5.4,40.9
STL,14,3,7.7,27.3,-1.4,21,71.6
TEN,6,4,13,5.2,8.9,23.5,60.6
WAS,9,10,22.1,60.3,5.6,22.8,129.8
8,191,193,362.9,521.9,194.5,546.6,2009.9
ARI,,7,8,8.5,0.7,18.4,42.6
ARZ,5,,,,,,5
BAL,6,12,10.3,17.2,6.6,12.4,64.5
BUF,7,9,10.4,22.9,0.9,23.3,73.5
CAR,4,7,25.4,24.8,12.8,37.8,111.8
CHI,10,7,13.2,13.4,0.7,24.4,68.7
CIN,11,3,19.5,26.2,1.2,23.8,84.7
CLE,4,10,10.3,13.1,11.1,13,61.5
DAL,13,10,10.8,28.6,7.6,18.4,88.4
DEN,6,7,30.6,49.5,10.6,36.1,139.8
DET,4,6,6.5,20.3,3.5,10.6,50.9
GB,4,2,6,13.9,16.1,18.2,60.2
HOU,6,12,9.1,11.6,0,18.3,57
JAC,8,1,15.4,25.1,20.9,12.5,82.9
KC,4,8,20.1,14.5,15.7,25.8,88.1
MIA,12,12,6.6,20,2,19.7,72.3
MIN,0,0,16.4,11.3,3.7,19.4,50.8
NE,6,2,10.4,21.2,1.5,22.1,63.2
NO,6,6,8.6,7.2,0,16.5,44.3
NYG,13,17,7.8,39.5,8.9,10.4,96.6
OAK,16,10,19.4,19.8,2,29.3,96.5
PHI,1,3,20.6,19.3,6.1,27.5,77.5
PIT,8,8,13.5,11,13.8,14.6,68.9
SD,6,4,23.1,12.6,32.5,19.2,97.4
SF,11,14,3.7,16.1,0.5,2.5,47.8
STL,6,6,9.8,28.6,0.7,22.9,74
TB,0,3,10.4,5.7,4.3,24.9,48.3
TEN,10,7,13.3,17.2,10.2,17.4,75.1
WAS,4,,3.7,2.8,-0.1,7.2,17.6
9,157,164,333,563.2,155.1,495.5,1867.8
ARI,,13,9.4,11.3,6.8,28.4,68.9
ARZ,1,,,,,,1
ATL,2,5,16.9,16.9,6.5,21.8,69.1
BAL,5,9,12.7,8.6,2.4,8.1,45.8
CAR,19,10,12.6,21.4,1.3,24.6,88.9
CHI,11,7,4.1,24.3,1,18.1,65.5
CIN,6,2,17.6,18.7,-0.8,33,76.5
CLE,3,7,11.2,29.1,1.5,25.2,77
DET,5,1,10.2,17,10.2,15.2,58.6
GB,3,3,4.6,16.9,4.3,10.7,42.5
HOU,2,2,11.6,18.4,0,23.5,57.5
IND,6,10,25.2,23.7,2.6,46.6,114.1
JAC,8,3,19.7,19.7,15.6,7.3,73.3
KC,3,9,11.4,34.3,7,11.6,76.3
MIA,7,4,2,20,2.1,4.8,39.9
MIN,10,8,11.3,31.6,1.9,14.6,77.4
NE,2,3,21.3,4.4,13.7,29.9,74.3
NO,8,5,12.2,13.4,1.9,17.6,58.1
NYG,5,6,13.7,25.8,14,12.9,77.4
NYJ,5,7,16.8,22.5,6.1,18,75.4
OAK,5,9,13,12.1,3.8,23.7,66.6
PHI,4,4,15.4,10.2,2.4,27.1,63.1
PIT,13,7,2,19.1,1.1,6.3,48.5
SD,3,7,10.6,42.7,13.2,8.6,85.1
SEA,12,9,16.5,34.7,3.6,16.1,91.9
SF,0,6,3.6,8.5,0,5.4,23.5
TB,1,2,8.4,15.9,5.1,19.3,51.7
TEN,4,1,11.6,16.8,19.3,9,61.7
WAS,4,5,7.4,25.2,8.5,8.1,58.2
10,212,180,330.9,524.6,125.5,525.7,1898.7
ARI,,7,18.4,17.1,3.2,29.4,75.1
ARZ,1,,,,,,1
ATL,3,5,22.8,22.6,4,13.2,70.6
BAL,1,3,0.6,6.2,5.8,6.6,23.2
BUF,14,0,12.1,4.5,4.2,24,58.8
CAR,21,12,4.6,20.8,1.1,12.3,71.8
CHI,4,4,0.4,23.9,4.3,-4,32.6
CLE,0,3,12.6,19.2,0,21.7,56.5
DAL,10,3,10.4,12.8,4.5,19.5,60.2
DEN,16,11,12.9,18.1,4.7,17.1,79.8
DET,4,9,22.5,17.5,4.7,33.3,91
GB,9,15,12.3,31.9,6.5,15.7,90.4
HOU,5,5,10.4,17.2,0.6,15.4,53.6
IND,3,7,24.3,20.8,7.8,37.3,100.2
JAC,16,12,12.7,20.9,2,23.2,86.8
KC,6,1,1.2,19.3,8.1,9.2,44.8
MIA,6,3,20.4,12.4,6.1,35.2,83.1
MIN,30,4,5.8,0.7,4.2,8.7,53.4
NE,4,9,14.9,11,18,19.7,76.6
NYG,6,6,10,27.8,5.5,15.8,71.1
NYJ,4,3,-3.6,12.2,2.5,6.3,24.4
OAK,4,4,14.4,12.7,1.8,34.5,71.4
PHI,4,7,14.5,25.8,7.3,6.2,64.8
PIT,6,9,14.5,27.9,0.6,26.1,84.1
SEA,7,7,9.9,36.1,5.9,23.5,89.4
SF,8,8,0.6,11.8,0,0.8,29.2
STL,4,10,15.1,16.9,3.5,21,70.5
TB,8,4,23.7,18,0,43.5,97.2
WAS,8,9,12.5,38.5,8.6,10.5,87.1
11,206,229,435.6,586.1,181.1,677.8,2315.6
ARI,,12,21.5,16.8,10.2,34.8,95.3
ARZ,9,,,,,,9
ATL,2,9,17.9,23.3,10.9,27.7,90.8
BAL,10,10,10.2,10.1,2.9,16,59.2
BUF,1,4,9.7,10.6,1.2,14.5,41
CAR,2,2,6.2,6.7,1.5,20,38.4
CHI,12,7,7.2,13,0,19,58.2
CIN,3,13,19.5,32.9,1.7,39.2,109.3
CLE,6,10,10.1,30.5,3.1,15.7,75.4
DAL,3,8,4.6,27,1.5,7.2,51.3
DEN,14,9,9.5,37,3.5,17.1,90.1
DET,3,0,5.3,16.3,0.5,11.3,36.4
GB,9,5,13.1,8.4,4.6,23.8,63.9
HOU,8,5,7.1,16.8,1,10.4,48.3
IND,3,9,24.3,30,26.1,25.9,118.3
JAC,5,7,28.4,5.3,21,20.4,87.1
KC,13,9,19.7,35.4,11.4,26.9,115.4
MIA,2,0,-1.3,13.6,0.7,6.3,21.3
MIN,12,7,5.1,22.8,7.8,9.7,64.4
NE,3,6,19.4,18.4,6.6,21.8,75.2
NO,5,4,22.7,13.1,7.2,31.7,83.7
NYG,2,9,21.4,14.1,7.6,28.9,83
NYJ,5,0,0.5,2.6,1.1,17.3,26.5
OAK,8,9,13.4,10.7,1.5,27.9,70.5
PHI,5,4,23,12.7,8.4,22.2,75.3
PIT,9,7,10.3,17.2,3.7,15.6,62.8
SD,10,12,29.4,34.9,13.7,35.6,135.6
SEA,6,8,14,25.9,2.7,26.5,83.1
SF,1,13,14.6,20.8,2.4,22.1,73.9
STL,3,8,25.4,1.4,0,53.7,91.5
TB,13,12,3.7,26.5,5.5,4.8,65.5
TEN,10,4,14.5,24.4,3.7,16.8,73.4
WAS,9,7,5.2,6.9,7.4,7,42.5
12,225,197,437.8,570.1,235.8,642.2,2307.9
ARI,,4,17.1,10.3,6.3,33.1,70.8
ARZ,0,,,,,,0
ATL,13,9,18.2,24.9,22.4,2.5,90
BAL,6,2,15.4,22,21.6,13.8,80.8
BUF,3,9,5.9,5.3,0.9,18.8,42.9
CAR,6,6,9.5,15.2,9.6,11.7,58
CHI,6,7,9.3,14.9,7.4,7,51.6
CIN,9,10,23.5,25,0,43.3,110.8
CLE,6,6,3.1,11.9,5.5,17.3,49.8
DAL,6,2,19.5,9.8,14.2,19.5,71
DEN,11,6,10,19.8,6.9,12.4,66.1
DET,4,1,8.8,7.1,2.4,27.3,50.6
GB,4,2,7.2,18.4,12.2,4.9,48.7
HOU,9,8,25.6,20.9,1.6,33.3,98.4
IND,7,14,15.8,12.7,10.7,25.8,86
JAC,13,5,17.4,18,2.9,8.5,64.8
KC,11,14,16.7,21.2,6.3,26.2,95.4
MIA,15,6,16.4,25.6,12.4,22.6,98
MIN,15,6,18.1,8.7,6.7,29.6,84.1
NE,4,4,7.4,12.5,11.2,19,58.1
NO,1,3,19,11.8,9.7,24.5,69
NYG,7,4,21.3,19.7,18.7,23.1,93.8
NYJ,1,12,15.5,11.3,6.2,23.9,69.9
OAK,9,3,11.3,26.7,5,12.6,67.6
PHI,11,13,6.5,21.3,5,1.9,58.7
PIT,4,0,7.4,8.8,2.6,14.4,37.2
SD,2,3,2.8,40,3.9,15.6,67.3
SEA,4,6,16.7,20.2,0,32.7,79.6
SF,8,1,5.7,17.2,3.5,15.9,51.3
STL,7,9,25.3,20.1,0,47.8,109.2
TB,4,3,6,20.4,3.1,13.8,50.3
TEN,10,15,23.7,30.1,12.5,21.5,112.8
WAS,9,4,11.7,18.3,4.4,17.9,65.3
13,242,175,336.8,551.4,156.9,553.9,2016
ARI,,9,13.7,9.4,0.7,38.3,71.1
ARZ,11,,,,,,11
ATL,2,5,6.4,10.5,5.2,9.8,38.9
BAL,15,4,15,4.6,5.1,12.3,56
BUF,9,3,18,11.3,0.5,35.1,76.9
CAR,9,6,12.7,33,0,15.5,76.2
CHI,16,12,-1.5,14.1,0.6,6.2,47.4
CIN,10,8,20.8,23.5,7.6,32.1,102
CLE,5,1,18,8.8,1.7,32.9,67.4
DAL,5,4,1.7,17,0.5,11.3,39.5
DEN,6,9,18.5,29.5,5.9,15.8,84.7
DET,2,10,4.2,21.8,1.1,5,44.1
GB,7,1,3.1,23,5.4,15.3,54.8
HOU,8,15,5.4,18.5,1,10.7,58.6
IND,12,5,17.3,18.4,11.9,23.1,87.7
JAC,5,8,13.2,11.1,12.2,11.2,60.7
KC,6,7,15.4,27.8,9.9,25.1,91.2
MIA,8,6,22,25,4.1,32.4,97.5
MIN,3,3,19,21.6,2.6,28.9,78.1
NE,4,9,12.7,25.2,4.3,16.3,71.5
NO,1,3,1.5,11.2,5.7,10.2,32.6
NYG,18,4,2.1,21,2,10.9,58
NYJ,2,3,4.6,6.6,4.3,5.5,26
OAK,2,3,11.4,8.2,11,16.3,51.9
PHI,0,0,-2.7,8.3,4.6,4.2,14.4
PIT,1,7,21.6,19,7,43.9,99.5
SD,13,10,14.4,21.7,11.1,13.8,84
SEA,34,5,7.9,21.6,2.2,13.6,84.3
SF,6,4,2.6,12.8,0.7,12.9,39
STL,3,1,10.7,5,-0.1,14.1,33.7
TB,10,3,8.6,16.2,-0.1,15.8,53.5
TEN,2,2,8.3,7.9,12.4,9.7,42.3
WAS,7,5,10.2,37.8,15.8,5.7,81.5
14,188,214,399.7,570.2,169.4,566.8,2108.1
ARI,,7,10.5,2.1,4.1,27.2,50.9
ARZ,6,,,,,,6
ATL,7,10,29.9,19.7,9.4,18.7,94.7
BAL,4,4,8.3,5.3,7.9,22.8,52.3
BUF,5,0,5.9,1.2,0.4,23.2,35.7
CAR,1,3,11.4,10.7,3,21.9,51
CHI,0,3,9.1,16.5,2.7,15,46.3
CIN,4,11,5.8,25.5,0.7,13.5,60.5
CLE,2,8,14.9,9,10.1,7.7,51.7
DAL,4,7,25.3,18.8,21.4,29.9,106.4
DEN,10,6,13.1,19.4,2.3,15.8,66.6
DET,7,7,11,12.2,1.3,14.1,52.6
GB,0,9,3.5,27.4,5.8,7.2,52.9
HOU,0,2,8.6,25.2,1.8,5.4,43
IND,6,14,21.6,15.4,4.5,33.8,95.3
JAC,5,4,19.9,7,4.7,20.8,61.4
KC,4,3,15.6,35.9,9.4,28.8,96.7
MIA,9,11,18.5,1.8,3,31.9,75.2
MIN,13,9,5.7,20.2,2.9,18.9,69.7
NE,14,5,25.4,30,10.3,25.3,110
NO,2,5,15.2,19.1,5.2,17.7,64.2
NYG,8,14,17.3,27.1,12.2,10.9,89.5
NYJ,14,14,14.4,20.8,1.5,14.4,79.1
OAK,2,3,2.9,7.9,1.6,16.5,33.9
PHI,7,10,5.8,31.2,2.5,14.6,71.1
PIT,3,3,10.7,38.8,0,15.7,71.2
SD,4,3,22.3,8.6,19.4,18.4,75.7
SEA,8,10,24.9,26.5,10,37.3,116.7
SF,3,3,1.1,7.8,0,4.1,19
STL,4,7,7,12.9,0.6,17.2,48.7
TB,4,8,5.4,27.9,1.1,8.3,54.7
TEN,12,6,10,20.1,4.8,3.5,56.4
WAS,16,5,-1.3,18.2,4.8,6.3,49
15,210,193,357.8,582.2,172.7,585.6,2101.3
ARI,,7,16.1,4.3,1.8,35.9,65.1
ARZ,7,,,,,,7
ATL,3,3,4.4,9.6,1.4,10.5,31.9
BAL,19,12,23,22.8,23,26.8,126.6
BUF,3,5,12.3,26,0,13.5,59.8
CAR,13,8,13.2,18.4,-0.2,27.3,79.7
CHI,8,9,2.2,17.3,0,12,48.5
CIN,9,11,21.1,26.4,4.3,40.9,112.7
CLE,5,9,5.1,11,0.8,13.9,44.8
DAL,2,0,2.1,15.2,10.1,6.9,36.3
DEN,1,4,20.3,27.9,12.9,23,89.1
DET,6,5,10.8,9.6,4.2,25.4,61
GB,0,3,-0.8,15.7,3,12.1,33
HOU,14,12,2.2,31.9,2,10.8,72.9
IND,9,4,13.3,10.1,10.5,25.5,72.4
JAC,4,3,17.3,14.2,3.3,14.8,56.6
KC,5,5,7.1,30.4,5.1,6.8,59.4
MIA,12,5,14.3,19,4.2,23.8,78.3
MIN,6,2,2.3,3.2,1.5,12.4,27.4
NE,9,4,22.7,21.3,2,28.3,87.3
NO,5,4,2.7,12.6,0.7,18.4,43.4
NYG,7,9,7.1,38.2,3.3,17.7,82.3
NYJ,3,8,22.1,12.9,15.3,21.4,82.7
OAK,7,-1,7.4,18.2,2.4,12.8,46.8
PHI,2,5,3.6,16.5,0,7.7,34.8
PIT,10,10,12.7,14.9,5.8,5.7,59.1
SD,10,14,8.2,27.5,2.9,27.7,90.3
SEA,0,3,23.5,26.9,11.3,32.5,97.2
SF,2,9,5.9,13.2,-0.1,7.2,37.2
STL,12,10,7.4,20.8,0,15.4,65.6
TB,1,0,4.1,4.6,2.6,11.4,23.7
TEN,1,6,21.7,13.4,12.9,29.5,84.5
WAS,15,5,22.4,28.2,25.7,7.6,103.9
16,222,202,445.1,602.8,168.5,686.9,2327.3
ARI,,8,18.6,9.2,7.5,31.4,74.7
ARZ,12,,,,,,12
ATL,8,5,18.7,22,6.3,14.9,74.9
BAL,5,12,21.7,13.5,9,31.1,92.3
BUF,18,12,20.4,7.7,0,35.7,93.8
CAR,9,8,14.3,12,3.5,29.7,76.5
CHI,16,6,8.6,19.6,0,22.5,72.7
CIN,5,9,16.7,10.2,3,42.1,86
CLE,4,0,6.2,7.5,4,11.4,33.1
DAL,7,5,10.4,33.7,0.9,23.7,80.7
DEN,5,9,16.3,23.1,3.4,20.2,77
DET,9,7,6.4,10.2,5.1,13.2,50.9
GB,9,3,4.7,18.7,1.8,23.7,60.9
HOU,3,6,18.5,14.5,2.8,34.2,79
IND,2,6,16.8,7.7,6.2,31,69.7
JAC,6,7,19.7,42.2,17.8,12.4,105.1
KC,5,1,17,31.9,6,14.5,75.4
MIA,10,6,10.4,25.1,4.2,22.6,78.3
MIN,6,11,15.9,9.6,12.5,18.9,73.9
NE,10,7,14.1,28.6,4.2,12.1,76
NO,3,12,9.9,4.4,8.3,12.7,50.3
NYG,9,7,13.1,14.7,5.8,18.5,68.1
NYJ,11,3,11.1,4.3,0,27.4,56.8
OAK,4,3,5.1,11.3,3.3,11.9,38.6
PHI,4,3,22.9,3.8,2.1,19.3,55.1
PIT,10,11,18.2,40.8,2.1,31.7,113.8
SD,2,1,11.5,6.7,11.2,7.1,39.5
SEA,4,3,14.7,39,10.8,8.3,79.8
SF,5,6,7.3,38,2.6,10.1,69
STL,5,8,15.3,18.3,0,32.4,79
TB,6,8,15.6,42,10.3,9.4,91.3
TEN,7,4,5.5,10.2,2.4,18.4,47.5
WAS,3,5,19.5,22.3,11.4,34.4,95.6
17,240,228,359,627.6,147.1,595.7,2197.4
ARI,,7,16.1,14.1,6.6,23.7,67.5
ARZ,4,,,,,,4
ATL,1,3,11,5.7,0.1,19.3,40.1
BAL,16,10,2.4,17,2.2,8.4,56
BUF,4,14,8.1,14.6,1,30,71.7
CAR,19,14,15.1,35.2,0,29.8,113.1
CHI,0,4,8.2,18.7,0.5,14.3,45.7
CIN,4,3,1.5,3.6,3.8,9,24.9
CLE,14,8,6.8,6.1,0,22.8,57.7
DAL,2,3,7.7,5.9,11,16.6,46.2
DEN,12,2,8,32.3,3.5,3.6,61.4
DET,5,3,20.1,22,11,11.5,72.6
GB,8,11,10.2,19.1,1,24.8,74.1
HOU,5,4,8.5,18.9,3.4,17.4,57.2
IND,7,5,14.5,6.1,10.1,18.1,60.8
JAC,5,10,15.2,31.7,11,22.8,95.7
KC,5,13,17.7,48,5.9,22.8,112.4
MIA,5,14,15.5,20.2,4.5,24.1,83.3
MIN,3,10,17.7,38.9,3.1,21.8,94.5
NE,2,7,19.7,6.9,9.9,25.7,71.2
NO,1,7,8.5,9,7.4,23.3,56.2
NYG,3,12,12,39.3,1.6,18.8,86.7
NYJ,22,11,7.3,14.2,0.5,13.5,68.5
OAK,2,3,25.2,3.1,2.6,47.9,83.8
PHI,3,8,10.8,9.7,8.6,27.1,67.2
PIT,11,5,7.9,39.3,6.2,5.4,74.8
SD,2,1,3.3,15.5,2.3,15.6,39.7
SEA,9,5,8.9,18.4,0.4,18.4,60.1
SF,10,8,9.4,22.1,1,16,66.5
STL,13,6,6.2,27.7,2.5,8.3,63.7
TB,16,9,13.9,20.6,2.2,18.2,79.9
TEN,5,1,13.1,10.6,22.4,4.3,56.4
WAS,22,7,8.5,33.1,0.8,12.4,83.8
2006,3592,3243,6523.8,9615.1,3000.9,9804.3,35779.1
1,201,188,343,548.4,194.5,517.7,1992.6
ARI,,10,22,15.7,8.7,38.1,94.5
ARZ,5,,,,,,5
ATL,8,,18.4,23,8.7,14.7,72.8
BAL,15,9,11.4,17.5,15.8,6.9,75.6
BUF,13,5,6.6,19.9,1.4,11,56.9
CAR,1,6,3.4,8.2,2.4,14.5,35.5
CHI,15,14,12.7,13.3,7.7,21.9,84.6
CIN,13,11,3,23.8,1.5,11.1,63.4
CLE,4,2,13.7,4.3,13,6,43
DAL,3,4,8.1,19.7,3.3,22.1,60.2
DEN,3,4,-2.5,23.1,3.3,7.5,38.4
DET,7,5,9.2,6.3,5.1,13.3,45.9
GB,3,-1,2.8,12.6,2.5,11.8,31.7
HOU,3,4,14.8,5,2.6,23.7,53.1
IND,4,14,13,15.1,12,18,76.1
JAC,8,5,18.2,17.8,7.8,17.2,74
KC,3,3,12.1,14.8,14.1,6.1,53.1
MIA,5,5,7.3,18.2,2.6,20.4,58.5
MIN,0,6,12.8,19,3.7,20.3,61.8
NE,5,5,10.8,27.9,7.3,11.1,67.1
NO,11,13,8.8,19,0,17.8,69.6
NYG,3,2,13.9,30.7,11.9,18.7,80.2
NYJ,8,3,20.8,14.1,8.4,31.2,85.5
OAK,0,0,5,5.5,1.6,8,20.1
PHI,5,6,23.3,25.6,5.6,30.5,96
PIT,13,3,20.1,13.5,16.1,21.9,87.6
SD,11,9,8.5,31.2,9.4,7.4,76.5
SEA,5,7,9.9,9.3,2.4,14.9,48.5
SF,5,8,15.5,28.4,7.9,17.2,82
STL,14,17,8.4,20.1,0,14.4,73.9
TB,1,0,-0.2,8.1,4.5,3.4,16.8
TEN,6,0,4,21.2,3.5,20.9,55.6
WAS,1,9,7.2,16.5,-0.3,15.7,49.1
2,203,199,421.7,542,173.1,673,2211.8
ARI,,2,11.3,11.4,-0.3,22.4,46.8
ARZ,7,,,,,,7
ATL,7,,24.4,25.5,2.2,3.4,62.5
BAL,20,14,8.7,22.9,7.7,8.5,81.8
BUF,9,10,8.3,10.1,0.3,13.4,51.1
CAR,7,7,7.2,20.1,0,14.7,56
CHI,12,10,27.7,10.7,27.3,22.4,110.1
CIN,6,9,18.2,27.8,4.4,42.9,108.3
CLE,8,5,10.8,14.1,5.5,15.5,58.9
DAL,8,9,17.5,20.4,8.4,24.7,88
DEN,5,8,4.7,17.5,0.8,13.7,49.7
DET,2,0,13.3,4.7,4.2,14.6,38.8
GB,10,9,23.6,14.1,6.2,36,98.9
HOU,4,6,19.8,11.5,17.6,18.6,77.5
IND,8,13,28.2,32.7,12.7,34.9,129.5
JAC,6,9,8.8,14.1,5.7,16.8,60.4
KC,2,6,3.3,16.6,1.4,8.2,37.5
MIA,2,-1,12.7,16,3.4,20.1,53.2
MIN,4,9,8.1,16.4,10.7,18.4,66.6
NE,6,5,8.7,28.4,9.7,16.7,74.5
NO,6,10,15.7,29.5,3.3,31.7,96.2
NYG,3,6,24.8,15.4,2.6,45.7,97.5
NYJ,5,5,18.4,7.2,1.1,39.2,75.9
OAK,4,6,-5.2,3.6,5.4,10.8,24.6
PHI,10,5,25.1,19,12.2,27.4,98.7
PIT,3,0,1.6,5.8,2.1,8.8,21.3
SD,4,16,21.8,39.8,5.9,17.5,105
SEA,9,2,8.6,30,0,24.9,74.5
SF,8,7,13.2,17.8,0,28.3,74.3
STL,2,6,9.3,14.2,3.4,18.8,53.7
TB,7,1,6.8,6.4,1,27.6,49.8
